design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/tqvp_dma,tqvp_dma,RUN_2026.02.27_04.18.40,flow completed,0h5m22s0ms,0h3m9s0ms,26752.0,0.25,13376.0,-1,18.7328,735.91,2734,0,0,0,0,0,0,0,0,0,0,0,134023,27901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69538863.0,0.0,16.47,16.98,2.88,3.3,0.0,2728,3384,47,639,0,0,0,3254,83,6,121,78,297,203,43,952,584,510,19,14587,3274,2457,5414,3344,29076,232535.52000000002,0.000676,0.000247,2.19e-05,0.000853,0.000318,3.2e-08,0.000984,0.000376,5.01e-08,1.8900000000000006,40.0,25.0,40.0,1,50,153.18,153.6,0.3,1,10,0.4,1,sky130_fd_sc_hd,AREA 0
